city,city_development_index,gender,relevant_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
114,0.9259999990463257,Male,No,FullTime,Bachelors,STEM,<1,50-99,Private,never,4.0
21,0.6240000128746033,Male,No,Not,Masters,STEM,2,<10,UnfundedStartup,1,95.0
149,0.6890000104904175,Male,Yes,Not,Bachelors,STEM,5,50-99,Private,1,12.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,Humanities,>20,100-500,Private,>4,90.0
19,0.6819999814033508,Male,Yes,Not,Bachelors,STEM,10,10000+,Private,never,54.0
67,0.8550000190734863,Female,No,FullTime,HighSchool,None,3,10000+,Private,never,14.0
155,0.5559999942779541,Male,No,Not,Bachelors,STEM,1,50-99,Private,1,290.0
16,0.9100000262260437,Male,Yes,Not,Masters,STEM,15,10000+,Private,>4,6.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,8,100-500,Private,1,176.0
160,0.9200000166893005,Male,No,FullTime,Bachelors,STEM,7,100-500,Private,1,70.0
16,0.9100000262260437,Male,Yes,Not,Masters,STEM,15,500-999,Private,2,50.0
97,0.925000011920929,Male,No,FullTime,Bachelors,STEM,3,100-500,Private,never,21.0
136,0.8970000147819519,Male,No,FullTime,Bachelors,STEM,11,50-99,Private,1,156.0
114,0.9259999990463257,Male,No,Not,Bachelors,STEM,4,10-49,Private,4,18.0
103,0.9200000166893005,Male,No,Not,Bachelors,Other,>20,100-500,FundedStartup,3,23.0
82,0.6930000185966492,Male,Yes,Not,Bachelors,STEM,3,<10,Private,1,51.0
50,0.8960000276565552,Male,No,Not,Bachelors,Other,15,5000-9999,Private,1,17.0
76,0.6980000138282776,Male,Yes,Not,Bachelors,STEM,11,10000+,Private,2,108.0
75,0.9390000104904175,Male,Yes,Not,Bachelors,STEM,>20,1000-4999,Private,2,22.0
136,0.8970000147819519,Male,Yes,Not,Bachelors,STEM,2,10000+,Private,2,66.0
21,0.6240000128746033,Male,No,FullTime,Bachelors,STEM,<1,10000+,Private,1,166.0
40,0.7760000228881836,Male,Yes,PartTime,Bachelors,STEM,4,500-999,Private,1,44.0
73,0.7540000081062317,Male,No,Not,Bachelors,STEM,6,<10,Private,never,134.0
83,0.9229999780654907,Male,No,Not,Masters,Humanities,>20,10000+,Private,>4,24.0
114,0.9259999990463257,Male,No,FullTime,Bachelors,STEM,8,50-99,Private,1,92.0
23,0.8989999890327454,Male,Yes,Not,HighSchool,None,4,100-500,Private,2,111.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,12,50-99,Private,>4,38.0
74,0.5789999961853027,Male,No,PartTime,Bachelors,STEM,3,50-99,Private,never,47.0
90,0.6980000138282776,Male,Yes,PartTime,HighSchool,None,12,100-500,Private,4,31.0
65,0.8019999861717224,Male,Yes,Not,HighSchool,None,11,1000-4999,Private,1,85.0
73,0.7540000081062317,Male,No,Not,Bachelors,STEM,1,10-49,Private,1,120.0
36,0.8930000066757202,Male,Yes,Not,Masters,STEM,17,1000-4999,NGO,1,13.0
114,0.9259999990463257,Male,Yes,Not,HighSchool,None,14,<10,Private,2,77.0
65,0.8019999861717224,Male,Yes,Not,Bachelors,STEM,9,10-49,Private,>4,75.0
71,0.8840000033378601,Male,Yes,Not,Masters,STEM,16,100-500,Private,1,25.0
103,0.9200000166893005,Female,Yes,Not,Bachelors,STEM,20,100-500,Private,>4,20.0
67,0.8550000190734863,Male,Yes,FullTime,Masters,STEM,10,10000+,Private,1,82.0
103,0.9200000166893005,Male,No,Not,Bachelors,Arts,4,10000+,Private,3,178.0
23,0.8989999890327454,Male,Yes,Not,Bachelors,STEM,20,500-999,Private,>4,15.0
103,0.9200000166893005,Male,No,Not,HighSchool,None,5,50-99,Private,never,15.0
21,0.6240000128746033,Female,Yes,Not,Masters,STEM,3,1000-4999,NGO,1,6.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,3,1000-4999,Private,1,4.0
83,0.9229999780654907,Male,No,Not,Bachelors,Business,3,1000-4999,Private,1,51.0
136,0.8970000147819519,Male,Yes,Not,Masters,STEM,7,100-500,Private,4,45.0
149,0.6890000104904175,Male,Yes,Not,HighSchool,None,2,50-99,Private,2,100.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,4,10000+,Private,1,28.0
160,0.9200000166893005,Male,No,FullTime,Bachelors,STEM,5,50-99,Private,1,86.0
103,0.9200000166893005,Female,Yes,Not,Bachelors,STEM,>20,<10,FundedStartup,1,134.0
160,0.9200000166893005,Male,Yes,Not,Masters,STEM,>20,5000-9999,Private,1,22.0
16,0.9100000262260437,Male,Yes,Not,HighSchool,None,>20,1000-4999,Private,>4,200.0
67,0.8550000190734863,Male,No,Not,Masters,Other,<1,100-500,Private,2,59.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,10-49,Private,>4,43.0
152,0.6980000138282776,Male,Yes,Not,Masters,STEM,7,10-49,Private,2,25.0
71,0.8840000033378601,Male,Yes,Not,Masters,STEM,>20,50-99,UnfundedStartup,>4,39.0
13,0.8270000219345093,Female,Yes,Not,Masters,STEM,6,100-500,Private,1,130.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,6,100-500,FundedStartup,1,168.0
150,0.6980000138282776,Female,Yes,PartTime,Bachelors,STEM,<1,5000-9999,Public,1,8.0
16,0.9100000262260437,Male,Yes,FullTime,Bachelors,STEM,14,10000+,Private,never,9.0
114,0.9259999990463257,Male,No,Not,HighSchool,None,5,50-99,Private,1,22.0
103,0.9200000166893005,Male,Yes,Not,Masters,Humanities,5,50-99,Private,1,198.0
54,0.8560000061988831,Male,Yes,Not,Bachelors,STEM,12,50-99,Private,>4,214.0
136,0.8970000147819519,Female,No,Not,Masters,STEM,6,500-999,Public,4,72.0
28,0.9390000104904175,Male,No,Not,Bachelors,STEM,2,10000+,Private,1,40.0
103,0.9200000166893005,Female,Yes,Not,Bachelors,STEM,6,10000+,Private,1,138.0
73,0.7540000081062317,Male,No,PartTime,HighSchool,None,4,10000+,Private,1,328.0
102,0.8040000200271606,Female,Yes,Not,Bachelors,STEM,13,50-99,Private,>4,26.0
103,0.9200000166893005,Male,No,Not,HighSchool,None,3,50-99,Private,never,55.0
83,0.9229999780654907,Male,Yes,Not,Bachelors,STEM,6,<10,Private,1,260.0
160,0.9200000166893005,Male,Yes,FullTime,Bachelors,STEM,20,10-49,Private,1,334.0
102,0.8040000200271606,Male,Yes,Not,Bachelors,STEM,11,5000-9999,Private,1,96.0
16,0.9100000262260437,Male,Yes,PartTime,Bachelors,STEM,3,1000-4999,Private,1,148.0
16,0.9100000262260437,Male,No,Not,Phd,STEM,>20,1000-4999,Public,2,220.0
21,0.6240000128746033,Male,Yes,PartTime,Bachelors,STEM,7,100-500,Private,2,17.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,15,50-99,Private,2,102.0
114,0.9259999990463257,Male,No,FullTime,Masters,STEM,4,10-49,Public,4,40.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,10000+,Private,>4,37.0
61,0.9129999876022339,Male,Yes,Not,Bachelors,STEM,10,50-99,FundedStartup,1,65.0
152,0.6980000138282776,Male,Yes,FullTime,Bachelors,STEM,9,<10,Private,>4,9.0
83,0.9229999780654907,Male,Yes,Not,Phd,STEM,7,100-500,Private,4,26.0
71,0.8840000033378601,Male,Yes,Not,Masters,STEM,4,500-999,Public,2,41.0
41,0.8270000219345093,Male,Yes,Not,Bachelors,STEM,14,50-99,Private,1,109.0
67,0.8550000190734863,Male,Yes,FullTime,Bachelors,STEM,7,1000-4999,Private,2,34.0
67,0.8550000190734863,Male,Yes,Not,Masters,STEM,16,100-500,Private,1,18.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,11,50-99,Private,1,106.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,Business,>20,100-500,Private,>4,79.0
23,0.8989999890327454,Male,No,Not,PrimarySchool,None,3,10000+,Private,2,58.0
46,0.7620000243186951,Female,No,FullTime,Bachelors,STEM,3,100-500,NGO,1,122.0
162,0.7670000195503235,Male,No,FullTime,Bachelors,STEM,3,100-500,NGO,never,168.0
160,0.9200000166893005,Male,No,Not,Masters,Humanities,>20,50-99,Private,>4,118.0
103,0.9200000166893005,Male,Yes,Not,Masters,STEM,10,10000+,Private,1,56.0
70,0.6980000138282776,Male,Yes,Not,Bachelors,STEM,9,10-49,Private,2,72.0
103,0.9200000166893005,Male,Yes,Not,HighSchool,None,14,50-99,Private,4,94.0
134,0.6980000138282776,Male,Yes,Not,HighSchool,None,12,50-99,Private,1,48.0
103,0.9200000166893005,Male,Yes,Not,Masters,STEM,>20,50-99,FundedStartup,>4,97.0
71,0.8840000033378601,Male,No,Not,Bachelors,STEM,>20,50-99,Private,>4,132.0
128,0.5270000100135803,Male,No,FullTime,HighSchool,None,4,50-99,Private,1,14.0
21,0.6240000128746033,Male,Yes,PartTime,Bachelors,STEM,3,10-49,Private,2,328.0
16,0.9100000262260437,Male,Yes,FullTime,Bachelors,STEM,2,5000-9999,Private,1,170.0
36,0.8930000066757202,Male,Yes,PartTime,Bachelors,STEM,12,5000-9999,Private,2,34.0
98,0.9490000009536743,Male,No,Not,HighSchool,None,2,100-500,Private,never,12.0
21,0.6240000128746033,Female,Yes,Not,Bachelors,STEM,8,5000-9999,Private,2,66.0
160,0.9200000166893005,Female,Yes,Not,Bachelors,STEM,11,50-99,Private,>4,45.0
104,0.9240000247955322,Male,No,Not,PrimarySchool,None,<1,50-99,Private,never,244.0
160,0.9200000166893005,Male,Yes,Not,HighSchool,None,10,50-99,Private,1,57.0
70,0.6980000138282776,Male,No,FullTime,Bachelors,STEM,5,10000+,Private,1,170.0
67,0.8550000190734863,Other,No,FullTime,Bachelors,STEM,4,10000+,Private,2,25.0
16,0.9100000262260437,Male,No,Not,PrimarySchool,None,3,50-99,Private,never,141.0
136,0.8970000147819519,Male,Yes,Not,Masters,STEM,19,<10,UnfundedStartup,1,18.0
21,0.6240000128746033,Male,No,Not,Bachelors,STEM,5,10000+,Private,2,36.0
102,0.8040000200271606,Female,Yes,Not,Masters,STEM,14,<10,Private,>4,92.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,15,5000-9999,Private,>4,20.0
114,0.9259999990463257,Male,No,FullTime,HighSchool,None,8,100-500,Private,1,79.0
16,0.9100000262260437,Male,No,Not,Bachelors,Other,7,10000+,Private,2,18.0
103,0.9200000166893005,Male,Yes,Not,Masters,Humanities,18,5000-9999,Other,>4,52.0
114,0.9259999990463257,Male,Yes,Not,HighSchool,None,13,100-500,Private,>4,118.0
83,0.9229999780654907,Male,Yes,Not,Bachelors,STEM,12,10000+,Private,1,17.0
75,0.9390000104904175,Male,Yes,Not,Bachelors,STEM,>20,10-49,Private,>4,64.0
114,0.9259999990463257,Male,Yes,Not,Bachelors,STEM,5,10000+,Private,1,50.0
11,0.550000011920929,Male,Yes,Not,Masters,STEM,17,1000-4999,Public,>4,107.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,6,10-49,Private,never,26.0
64,0.6660000085830688,Male,No,FullTime,Bachelors,STEM,5,50-99,Private,1,38.0
21,0.6240000128746033,Female,No,FullTime,Bachelors,STEM,4,50-99,Private,never,102.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,10-49,Private,1,22.0
103,0.9200000166893005,Female,Yes,Not,Bachelors,STEM,4,100-500,Public,2,142.0
73,0.7540000081062317,Male,Yes,FullTime,Bachelors,STEM,4,50-99,Private,1,49.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,9,500-999,Private,4,144.0
149,0.6890000104904175,Male,No,Not,PrimarySchool,None,2,100-500,Private,never,20.0
133,0.7419999837875366,Male,Yes,Not,Bachelors,STEM,12,50-99,Private,1,30.0
16,0.9100000262260437,Male,Yes,FullTime,Bachelors,STEM,17,100-500,Private,>4,26.0
103,0.9200000166893005,Female,Yes,Not,Masters,STEM,>20,1000-4999,Private,1,64.0
67,0.8550000190734863,Male,Yes,Not,Masters,STEM,7,100-500,Private,2,8.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,Humanities,>20,1000-4999,Public,>4,234.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,1000-4999,Private,1,43.0
136,0.8970000147819519,Male,Yes,Not,Masters,STEM,10,50-99,FundedStartup,3,40.0
53,0.7400000095367432,Male,Yes,Not,Bachelors,STEM,10,1000-4999,Private,>4,242.0
33,0.4480000138282776,Male,Yes,PartTime,Masters,STEM,6,50-99,Private,1,18.0
75,0.9390000104904175,Male,Yes,Not,Bachelors,Business,>20,<10,Private,>4,28.0
90,0.6980000138282776,Male,Yes,Not,Bachelors,STEM,10,<10,Private,1,8.0
97,0.925000011920929,Male,Yes,Not,Masters,STEM,9,100-500,Private,1,34.0
75,0.9390000104904175,Male,Yes,Not,Bachelors,STEM,16,10000+,Private,3,28.0
21,0.6240000128746033,Male,Yes,FullTime,Bachelors,STEM,5,500-999,Private,4,12.0
173,0.878000020980835,Male,Yes,Not,Masters,STEM,15,100-500,Private,1,322.0
103,0.9200000166893005,Male,No,PartTime,Bachelors,STEM,3,100-500,Private,1,43.0
28,0.9390000104904175,Male,No,FullTime,HighSchool,None,2,10000+,Private,never,204.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,500-999,Public,3,52.0
71,0.8840000033378601,Male,Yes,Not,Masters,STEM,12,50-99,Private,>4,19.0
160,0.9200000166893005,Female,Yes,Not,Bachelors,STEM,4,10000+,Private,1,11.0
160,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,500-999,Private,>4,9.0
21,0.6240000128746033,Female,No,FullTime,Bachelors,STEM,7,50-99,Private,never,33.0
37,0.7940000295639038,Male,Yes,FullTime,Bachelors,STEM,14,50-99,Private,1,100.0
57,0.8659999966621399,Male,Yes,FullTime,Bachelors,STEM,8,<10,Private,2,288.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,10000+,Private,>4,41.0
123,0.7379999756813049,Male,Yes,FullTime,Bachelors,STEM,12,100-500,Private,4,91.0
67,0.8550000190734863,Male,Yes,FullTime,Bachelors,STEM,9,<10,UnfundedStartup,1,24.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,Arts,10,10000+,Private,2,8.0
114,0.9259999990463257,Male,Yes,Not,Masters,STEM,11,50-99,Private,1,91.0
104,0.9240000247955322,Male,No,Not,HighSchool,None,>20,50-99,Private,1,15.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,7,10000+,Private,1,123.0
136,0.8970000147819519,Male,Yes,Not,Masters,STEM,5,50-99,Private,1,84.0
84,0.6980000138282776,Male,Yes,Not,Bachelors,STEM,10,100-500,Private,>4,15.0
100,0.8870000243186951,Male,No,FullTime,HighSchool,None,7,100-500,Private,1,12.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,19,1000-4999,Private,>4,57.0
160,0.9200000166893005,Female,No,FullTime,HighSchool,None,9,100-500,Public,1,105.0
45,0.8899999856948853,Male,Yes,FullTime,Bachelors,STEM,6,50-99,Private,1,48.0
157,0.7689999938011169,Male,Yes,Not,Masters,None,9,1000-4999,Private,1,50.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,3,50-99,Private,1,7.0
24,0.6980000138282776,Male,Yes,Not,Masters,STEM,14,1000-4999,Private,>4,29.0
75,0.9390000104904175,Male,Yes,Not,Phd,STEM,>20,10-49,Private,>4,122.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,2,10-49,Public,1,36.0
103,0.9200000166893005,Male,No,Not,PrimarySchool,None,3,50-99,Private,never,73.0
7,0.6470000147819519,Male,Yes,Not,Masters,STEM,11,10000+,Private,>4,110.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,>20,10000+,Private,>4,130.0
61,0.9129999876022339,Male,Yes,Not,Bachelors,STEM,12,10-49,Private,1,58.0
21,0.6240000128746033,Male,No,FullTime,HighSchool,None,<1,100-500,Private,never,61.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,>20,10000+,Private,2,79.0
21,0.6240000128746033,Male,Yes,FullTime,Phd,STEM,4,10-49,NGO,2,17.0
136,0.8970000147819519,Male,Yes,PartTime,Bachelors,STEM,3,<10,Private,1,29.0
67,0.8550000190734863,Male,Yes,Not,HighSchool,None,5,50-99,Private,3,57.0
36,0.8930000066757202,Male,Yes,Not,Masters,STEM,12,10000+,Private,1,42.0
16,0.9100000262260437,Male,Yes,Not,Masters,STEM,8,1000-4999,Private,1,14.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,4,50-99,Private,1,89.0
83,0.9229999780654907,Male,Yes,Not,Bachelors,STEM,5,10000+,Private,2,17.0
21,0.6240000128746033,Male,Yes,Not,Masters,STEM,6,50-99,Private,>4,23.0
160,0.9200000166893005,Male,No,FullTime,Bachelors,STEM,6,10000+,Private,1,25.0
21,0.6240000128746033,Male,Yes,FullTime,Masters,STEM,7,100-500,Private,1,154.0
74,0.5789999961853027,Male,No,FullTime,Bachelors,STEM,4,<10,Public,1,135.0
114,0.9259999990463257,Male,Yes,Not,Bachelors,STEM,7,100-500,Private,3,11.0
16,0.9100000262260437,Male,Yes,Not,HighSchool,None,19,100-500,Private,2,20.0
103,0.9200000166893005,Male,Yes,Not,Masters,Humanities,1,10000+,Private,never,48.0
103,0.9200000166893005,Male,No,Not,HighSchool,None,2,50-99,Private,never,91.0
46,0.7620000243186951,Male,No,FullTime,HighSchool,None,8,100-500,Private,1,36.0
57,0.8659999966621399,Male,Yes,Not,Bachelors,STEM,13,50-99,Private,1,46.0
103,0.9200000166893005,Male,Yes,Not,Masters,STEM,12,10000+,Private,2,36.0
40,0.7760000228881836,Female,Yes,Not,Masters,STEM,15,1000-4999,Private,2,25.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,10,5000-9999,Private,1,40.0
160,0.9200000166893005,Male,Yes,Not,Bachelors,Humanities,3,10-49,UnfundedStartup,1,30.0
91,0.6909999847412109,Female,Yes,FullTime,Bachelors,STEM,10,10-49,Private,1,64.0
64,0.6660000085830688,Male,Yes,Not,Bachelors,STEM,12,500-999,Private,2,15.0
64,0.6660000085830688,Male,Yes,Not,Bachelors,STEM,8,10-49,Private,1,96.0
136,0.8970000147819519,Male,Yes,Not,Masters,STEM,5,<10,Private,1,76.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,<10,FundedStartup,1,39.0
103,0.9200000166893005,Male,No,FullTime,Bachelors,Other,2,1000-4999,Private,1,72.0
103,0.9200000166893005,Male,No,PartTime,Bachelors,STEM,3,10000+,Private,never,112.0
83,0.9229999780654907,Male,No,FullTime,HighSchool,None,1,<10,FundedStartup,1,105.0
114,0.9259999990463257,Male,Yes,Not,Bachelors,STEM,17,5000-9999,Private,>4,3.0
103,0.9200000166893005,Male,Yes,PartTime,Bachelors,STEM,7,5000-9999,Public,4,110.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,7,500-999,Private,never,84.0
138,0.8360000252723694,Female,No,Not,Masters,STEM,6,500-999,FundedStartup,1,22.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,16,10000+,Public,>4,17.0
61,0.9129999876022339,Male,Yes,Not,Bachelors,Humanities,>20,50-99,Private,never,42.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,7,50-99,Private,2,100.0
10,0.8949999809265137,Male,No,Not,HighSchool,None,7,100-500,Private,4,32.0
72,0.7950000166893005,Male,Yes,Not,HighSchool,None,5,1000-4999,Private,1,49.0
118,0.722000002861023,Male,Yes,Not,Bachelors,STEM,8,50-99,Private,1,324.0
19,0.6819999814033508,Male,No,FullTime,Bachelors,STEM,<1,50-99,Private,1,21.0
145,0.5550000071525574,Male,Yes,Not,Bachelors,STEM,2,100-500,Private,1,29.0
114,0.9259999990463257,Male,Yes,Not,Phd,STEM,>20,50-99,Private,>4,25.0
67,0.8550000190734863,Male,No,PartTime,HighSchool,None,4,50-99,Private,2,96.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,6,10000+,Private,2,13.0
103,0.9200000166893005,Male,No,Not,PrimarySchool,None,6,<10,Private,1,34.0
16,0.9100000262260437,Male,No,FullTime,HighSchool,None,5,10000+,Private,1,44.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,<10,Private,>4,36.0
136,0.8970000147819519,Other,No,PartTime,Bachelors,STEM,1,50-99,FundedStartup,1,45.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,>20,50-99,Private,4,50.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,4,50-99,Private,1,21.0
99,0.9150000214576721,Male,Yes,Not,Bachelors,STEM,20,<10,Private,3,41.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,100-500,Private,>4,83.0
73,0.7540000081062317,Male,No,FullTime,HighSchool,None,4,<10,UnfundedStartup,4,43.0
103,0.9200000166893005,Female,Yes,Not,Bachelors,STEM,>20,100-500,NGO,1,17.0
103,0.9200000166893005,Male,No,Not,Bachelors,STEM,>20,100-500,Private,1,32.0
21,0.6240000128746033,Male,Yes,FullTime,Masters,STEM,9,50-99,Private,1,60.0
117,0.6980000138282776,Male,No,FullTime,HighSchool,None,1,50-99,Private,1,67.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,>20,10000+,Private,>4,15.0
100,0.8870000243186951,Male,No,FullTime,Bachelors,STEM,6,10000+,Private,never,42.0
114,0.9259999990463257,Male,Yes,Not,Masters,STEM,20,1000-4999,Private,>4,54.0
16,0.9100000262260437,Male,No,Not,Bachelors,STEM,4,50-99,Public,1,36.0
21,0.6240000128746033,Male,Yes,Not,Masters,STEM,6,10-49,Private,1,22.0
21,0.6240000128746033,Male,No,FullTime,Bachelors,STEM,4,10-49,Private,never,25.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,5,50-99,FundedStartup,1,27.0
21,0.6240000128746033,Male,Yes,FullTime,Bachelors,STEM,5,50-99,Private,1,47.0
61,0.9129999876022339,Male,No,FullTime,Bachelors,STEM,1,10000+,Private,never,30.0
41,0.8270000219345093,Male,Yes,Not,Masters,STEM,15,1000-4999,Private,1,83.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,11,100-500,Private,2,106.0
83,0.9229999780654907,Male,Yes,PartTime,HighSchool,None,1,50-99,Private,1,190.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,16,50-99,FundedStartup,2,7.0
30,0.6980000138282776,Male,Yes,Not,Bachelors,STEM,>20,<10,Private,1,26.0
114,0.9259999990463257,Other,Yes,Not,Bachelors,STEM,16,100-500,FundedStartup,1,86.0
114,0.9259999990463257,Male,Yes,Not,HighSchool,None,19,50-99,Private,>4,163.0
160,0.9200000166893005,Male,Yes,Not,Masters,STEM,>20,10000+,Private,1,256.0
73,0.7540000081062317,Female,Yes,FullTime,Masters,STEM,15,100-500,Private,2,32.0
23,0.8989999890327454,Male,Yes,PartTime,Bachelors,STEM,18,100-500,Private,>4,7.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,50-99,Private,1,178.0
114,0.9259999990463257,Male,Yes,Not,Masters,STEM,14,500-999,Private,1,28.0
21,0.6240000128746033,Male,Yes,PartTime,Bachelors,STEM,3,10-49,Private,1,198.0
138,0.8360000252723694,Male,Yes,Not,Bachelors,STEM,>20,50-99,Private,>4,24.0
115,0.7889999747276306,Male,No,FullTime,Bachelors,STEM,1,100-500,NGO,1,35.0
78,0.5789999961853027,Male,Yes,Not,Bachelors,STEM,7,50-99,Private,1,74.0
114,0.9259999990463257,Male,No,Not,Bachelors,Business,11,50-99,Private,1,17.0
114,0.9259999990463257,Other,No,PartTime,HighSchool,None,2,10-49,Public,2,13.0
114,0.9259999990463257,Male,Yes,Not,Masters,STEM,8,100-500,Private,1,41.0
160,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,19,<10,Private,2,88.0
16,0.9100000262260437,Male,No,FullTime,HighSchool,None,3,<10,Private,1,57.0
143,0.7400000095367432,Male,Yes,Not,Bachelors,STEM,12,50-99,Private,1,3.0
104,0.9240000247955322,Male,Yes,Not,Bachelors,STEM,4,1000-4999,Private,1,12.0
21,0.6240000128746033,Male,No,FullTime,Bachelors,STEM,<1,100-500,Private,1,22.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,19,100-500,Private,3,52.0
103,0.9200000166893005,Other,No,FullTime,Bachelors,STEM,3,10000+,Private,3,15.0
61,0.9129999876022339,Male,Yes,Not,Bachelors,STEM,7,10000+,Private,2,18.0
103,0.9200000166893005,Male,No,FullTime,Masters,STEM,5,10000+,Private,3,26.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,<1,50-99,Private,1,102.0
116,0.7429999709129333,Male,No,Not,Bachelors,STEM,12,100-500,Private,2,4.0
100,0.8870000243186951,Male,No,FullTime,Bachelors,STEM,4,50-99,Private,1,20.0
76,0.6980000138282776,Male,Yes,Not,Bachelors,STEM,4,50-99,Private,1,40.0
73,0.7540000081062317,Male,Yes,Not,Bachelors,STEM,12,50-99,Private,1,22.0
21,0.6240000128746033,Male,No,Not,Bachelors,STEM,3,10000+,Private,1,8.0
103,0.9200000166893005,Other,Yes,Not,Bachelors,STEM,13,5000-9999,Private,1,98.0
76,0.6980000138282776,Male,No,FullTime,Bachelors,STEM,7,50-99,Private,2,54.0
83,0.9229999780654907,Male,Yes,Not,Masters,STEM,11,<10,Private,never,154.0
103,0.9200000166893005,Male,Yes,Not,HighSchool,None,>20,1000-4999,Private,2,182.0
103,0.9200000166893005,Female,No,FullTime,Bachelors,STEM,4,10000+,Public,1,69.0
145,0.5550000071525574,Male,Yes,Not,HighSchool,None,6,50-99,Private,>4,85.0
150,0.6980000138282776,Male,Yes,Not,Bachelors,STEM,>20,10000+,Private,1,83.0
16,0.9100000262260437,Male,No,PartTime,Bachelors,STEM,7,50-99,Private,1,50.0
114,0.9259999990463257,Male,Yes,Not,Masters,STEM,5,50-99,FundedStartup,1,12.0
57,0.8659999966621399,Male,Yes,Not,Masters,STEM,5,100-500,Private,1,146.0
83,0.9229999780654907,Male,Yes,Not,Bachelors,STEM,14,500-999,FundedStartup,4,18.0
142,0.7269999980926514,Male,Yes,FullTime,Masters,STEM,7,50-99,UnfundedStartup,1,40.0
21,0.6240000128746033,Male,No,Not,PrimarySchool,None,<1,10000+,Private,never,56.0
23,0.8989999890327454,Male,Yes,Not,HighSchool,None,9,100-500,FundedStartup,1,134.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,Arts,18,5000-9999,Private,>4,109.0
16,0.9100000262260437,Female,Yes,Not,Bachelors,Humanities,>20,50-99,Private,1,28.0
1,0.847000002861023,Male,No,FullTime,Bachelors,STEM,11,50-99,Private,3,194.0
102,0.8040000200271606,Male,Yes,Not,Masters,STEM,10,50-99,Private,2,89.0
45,0.8899999856948853,Male,Yes,FullTime,HighSchool,None,8,50-99,Private,1,114.0
160,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,16,10-49,Private,>4,134.0
61,0.9129999876022339,Male,Yes,Not,Bachelors,STEM,15,50-99,Private,1,3.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,16,50-99,FundedStartup,2,40.0
134,0.6980000138282776,Male,Yes,Not,Bachelors,None,7,<10,Private,1,47.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,20,500-999,FundedStartup,1,66.0
67,0.8550000190734863,Male,Yes,Not,Masters,STEM,14,50-99,Public,2,102.0
84,0.6980000138282776,Male,Yes,Not,Bachelors,STEM,13,50-99,Private,1,96.0
21,0.6240000128746033,Male,Yes,Not,Masters,STEM,9,100-500,Private,1,26.0
